ID,taxon,glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_wals,classification_ethnologue,classification_glottolog,recently_extinct,long_extinct,year_of_extinction,code_wals,code_iso,transcribers
KORYAK,KORYAK,kory1246,Koryak,kpy,Eurasia,61,167,Chukotko-Kamchatkan,CK.NORTHERN_CHUKOTKO-KAMCHATKAN,"Chukotko-Kamchatkan,Northern,Koryak-Alyutor","Chukotko-Kamchatkan,Chukotian",FALSE,FALSE,,kry,kpy,Cecil H. Brown
KOSARE,KOSARE,kosa1251,Kosadle,kiq,Papunesia,-3.75,140.17,Kosadle,Kau.KAURE,"Kaure,KaureProper",Kosare,FALSE,FALSE,,,kiq,Matthew S. Dryer
KOSHIN,KOSHIN,kosh1246,Koshin,kid,Africa,6.58,10.33,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Yemne-Kimbi","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid",FALSE,FALSE,,,kid,Viveka Velupillai
KOSORONG,KOSORONG,boro1279,Borong,ksr,Papunesia,-6.5,147.47,Nuclear Trans New Guinea,TNG.FINISTERRE-HUON,"Trans-NewGuinea,Finisterre-Huon,Huon,Eastern","Nuclear_Trans_New_Guinea,Finisterre-Huon,Huon,WesternHuon,Kosorong-Burum-Mindik",FALSE,FALSE,,,ksr,Søren Wichmann
KOSOVOARLIROMANI,KOSOVO_ARLI_ROMANI,balk1252,Balkan Romani,rmn,Eurasia,42.53,20.85,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Balkan","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani",FALSE,FALSE,,rav,rmn,Viveka Velupillai
KOTA,KOTA,kota1274,Kota (Gabon),koq,Africa,0,12.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Kele(B.25)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Keleic,GreaterKota,Kota-Mahongwe",FALSE,FALSE,,,koq,Ann-Katrin Wett
KOTAAGUNGLAMPUNGAPI,KOTA_AGUNG_LAMPUNG_API,lamp1243,Lampung Api,ljp,Papunesia,-5,105,Austronesian,An.LAMPUNGIC,"Austronesian,Malayo-Polynesian,Lampung","Austronesian,NuclearAustronesian,Malayo-Polynesian,Lampungic",FALSE,FALSE,,lmp,ljp,Sebastian Sauppe
KOTAMANDUNGWE,KOTA_MANDUNGWE,kota1274,Kota (Gabon),koq,Africa,0,12.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Kele(B.25)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Keleic,GreaterKota,Kota-Mahongwe",FALSE,FALSE,,,koq,Ann-Katrin Wett
KOTAMEKAMBO,KOTA_MEKAMBO,kota1274,Kota (Gabon),koq,Africa,0,12.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Kele(B.25)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Keleic,GreaterKota,Kota-Mahongwe",FALSE,FALSE,,,koq,Ann-Katrin Wett
KOTI,KOTI,koti1238,Koti,eko,Africa,-16.5,39.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,P,Makhuwa(P.311)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu-Makua,Sotho-Makua-Venda,Sotho-Makua,NorthMozambiqueBantu",FALSE,FALSE,,eko,eko,Søren Wichmann
KOTT,KOTT,kott1239,Kott-Assan,zko,Eurasia,56,94,Yeniseian,Yen.YENISEIAN,"Yeniseian,KA","Yeniseian,SouthernYeniseian,Kott-Assan",TRUE,FALSE,1840,,zko,
KOUNDOUMOUBAMBOMBABOMITABA,KOUNDOUMOU_BAMBOMBA_BOMITABA,bomi1238,Bomitaba,zmx,Africa,1.67,17.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngondi(C.14)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Likouala-Sangha",FALSE,FALSE,,,zmx,Sebastian Sauppe
KOVE,KOVE,kove1237,Kove,kvc,Papunesia,-5.67,149.75,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,Ngero-Vitiaz,Ngero,Bariai","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Ngero-Vitiazlinkage,Ngero,EasternNgero,Kaliai-Kove",FALSE,FALSE,,kkv,kvc,André Müller
KOWAKI,KOWAKI,kowa1245,Kowaki,xow,Papunesia,-4.67,145.42,Nuclear Trans New Guinea,TNG.MADANG,"Trans-NewGuinea,Madang,Croisilles,Pihom,Tiboran","Nuclear_Trans_New_Guinea,Madang,Croisilles,Tibor-Omosa,Tiboran",FALSE,FALSE,,,xow,Cecil H. Brown
KOWIAI,KOWIAI,kowi1239,Kowiai,kwh,Papunesia,-4,133.83,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,SouthBomberai","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian",FALSE,FALSE,,,kwh,André Müller
KOYAGAKAN,KOYAGAKAN,koya1253,Koyaga,kga,Africa,8.5,-6.18,Mande,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Central-Southwestern,Central,Manding-Jogo,Manding-Vai,Manding-Mokole,Manding,Manding-East,SoutheasternManding,Maninka-Mori","Mande,WesternMande,Manding-Kpelle,CentralMande,Manding-Jogo,Manding-Vai,Manding-Mokole,Manding,EastManding,Maninka-Mori,Koro-Koyaga",FALSE,FALSE,,,kga,Søren Wichmann
KOYOEHAMBEMAKUA,KOYO_EHAMBE_MAKUA,koyo1242,Koyo,koh,Africa,-0.67,15.67,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mboshi(C.24)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Koyo-Mboshi",FALSE,FALSE,,,koh,Ann-Katrin Wett
KOYRA,KOYRA,koor1239,Koorete,kqy,Africa,5.83,37.83,Ta-Ne-Omotic,AA.NORTH_OMOTIC,"Afro-Asiatic,Omotic,North,Gonga-Gimojan,Gimojan,Ometo-Gimira,Ometo,East","Ta-Ne-Omotic,Ometo,EastOmeto",FALSE,FALSE,,kjr,kqy,André Müller
KOYRACHIINI,KOYRA_CHIINI,koyr1240,Koyra Chiini Songhay,khq,Africa,17,-3,Songhay,Son.SONGHAY,"Nilo-Saharan,Songhai,Southern","Songhay,NorthwestSonghay",FALSE,FALSE,,kch,khq,Ann-Katrin Wett
KOYUKON,KOYUKON,koyu1237,Koyukon,koy,North America,65,-155,Athabaskan-Eyak-Tlingit,NDe.ATHAPASKAN,"Eyak-Athabaskan,Athabaskan,NorthernAthabaskan","Athapaskan-Eyak-Tlingit,Athapaskan-Eyak,Athapaskan,NorthernAthapaskan",FALSE,FALSE,,kyn,koy,Pamela Brown
KPAN,KPAN,kpan1246,Kpan,kpk,Africa,7.58,10.17,Atlantic-Congo,NC.PLATOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,Central,Kpan-Icen","Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,CentralJukunoid,Kpan-Icen",FALSE,FALSE,,kpa,kpk,Julia Bischoffberger
KPASHAM,KPASHAM,kpas1242,Kpasam,pbn,Africa,8.75,11.25,Atlantic-Congo,NC.ADAMAWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Yandang","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Bali-Kpasam",FALSE,FALSE,,,pbn,Viveka Velupillai
KPATILI,KPATILI,kpat1244,Kpatili,kym,Africa,5.17,21.92,Bookkeeping,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Zande,Zande-Nzakara",,FALSE,FALSE,,,kym,Julia Bischoffberger
KPELLE,KPELLE,libe1247,Liberia Kpelle,xpe,Africa,7,-10,Mande,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Central-Southwestern,Southwestern,Kpelle","Mande,WesternMande,Manding-Kpelle,SouthwestMande,Kpelle",FALSE,FALSE,,kpe,xpe,
KPELLEGUINEA,KPELLE_GUINEA,guin1254,Guinea Kpelle,gkp,Africa,8,-9,Mande,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Central-Southwestern,Southwestern,Kpelle","Mande,WesternMande,Manding-Kpelle,SouthwestMande,Kpelle",FALSE,FALSE,,,gkp,Dmitry Egorov
KRACHI,KRACHI,krac1238,Krache,kye,Africa,7.9,-0.01,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Guang,NorthGuang","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,Guang,NorthGuang,OtiNorthGuang,RiverOtiNorthGuang",FALSE,FALSE,,,kye,Viveka Velupillai
KRAHO,KRAHO,krah1246,Krahô,xra,South America,-8,-48,Nuclear-Macro-Je,MGe.GE-KAINGANG,"Jean,Northern,Timbira",,FALSE,FALSE,,krh,xra,Viveka Velupillai
KRAKALKALASHA,KRAKAL_KALASHA,kala1372,Kalasha,kls,Eurasia,35.68,71.65,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral",FALSE,FALSE,,klh,kls,
KRENAK,KRENAK,kren1239,Krenak,kqq,South America,-18.67,-41,Nuclear-Macro-Je,MGe.BOTOCUDO,Botocudoan,"Nuclear-Macro-Je,Aimore",FALSE,FALSE,,kqq,kqq,Viveka Velupillai
KREYE,KREYE,krey1238,Northeastern Timbira,xre,South America,-5.25,-46,Nuclear-Macro-Je,MGe.GE-KAINGANG,"Jean,Northern,Timbira","Nuclear-Macro-Je,Je,JeSetentrional,EasternTimbira",TRUE,FALSE,2013,,xre,Viveka Velupillai
KRIM,KRIM,krim1238,Krim,krm,Africa,7.25,-11.83,Atlantic-Congo,NC.SOUTHERN_ATLANTIC,"Niger-Congo,Atlantic-Congo,Atlantic,Southern,Mel,Bullom-Kissi,Bullom,Southern","Atlantic-Congo,Mel,Bullom-Kissi,Bullom,NorthernBullom,Bom-Kim",FALSE,FALSE,,,krm,Viveka Velupillai
KRIO,KRIO,krio1253,Krio,kri,Africa,8.35,-13.23,Indo-European,Oth.CREOLES_AND_PIDGINS,"Creole,Englishbased,Atlantic,Krio","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Anglian,Mercian,Macro-English,GuineaCoastCreoleEnglish,WestAfricanCreoleEnglish",FALSE,FALSE,,,kri,Viveka Velupillai
KRONGO,KRONGO,kron1241,Krongo,kgo,Africa,10.5,30,Kadugli-Krongo,Kad.KADUGLI,"Nilo-Saharan,Satellite-Core,Core,Kadugli-Krongo","Kadugli-Krongo,Central-WesternKadugli-Krongo,Krongo-Tumtum",FALSE,FALSE,,kro,kgo,André Müller
KROTMAGKLINGON,KROTMAG_KLINGON,,,,,34.1,-118.33,,Oth.ARTIFICIAL,,ArtificialLanguage,FALSE,FALSE,,,,
KRUILAMPUNGAPI,KRUI_LAMPUNG_API,lamp1243,Lampung Api,ljp,Papunesia,-5,105,Austronesian,An.LAMPUNGIC,"Austronesian,Malayo-Polynesian,Lampung","Austronesian,NuclearAustronesian,Malayo-Polynesian,Lampungic",FALSE,FALSE,,lmp,ljp,Sebastian Sauppe
KRUMAN,KRUMAN,tepo1239,Tepo Krumen,ted,Africa,4.59,-7.26,Atlantic-Congo,NC.KRU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Western,Grebo,Ivorian","Atlantic-Congo,Volta-Congo,Kru,WesternKru,Grebo,IvorianGrebo,Tepo-Plapo",FALSE,FALSE,,,ted,Viveka Velupillai
KRYZ,KRYZ,kryt1240,Kryz,kry,Eurasia,41.08,48,Nakh-Daghestanian,NDa.LEZGIC,"NorthCaucasian,EastCaucasian,Lezgic,NuclearLezgic,SouthLezgic","Nakh-Daghestanian,Daghestanian,Lezgic,NuclearLezgic,SouthLezgic",FALSE,FALSE,,krz,kry,André Müller
KSINMUL,KSINMUL,puoc1238,Ksingmul,puo,Eurasia,21.08,104,Austroasiatic,AuA.PALAUNG-KHMUIC,"Austro-Asiatic,Mon-Khmer,NorthernMon-Khmer,Khmuic,XinhMul","Austroasiatic,Khmuic,Phay-Pram",FALSE,FALSE,,ksi,puo,Cecil H. Brown
KSINMUL2,KSINMUL_2,puoc1238,Ksingmul,puo,Eurasia,21.08,104,Austroasiatic,AuA.PALAUNG-KHMUIC,"Austro-Asiatic,Mon-Khmer,NorthernMon-Khmer,Khmuic,XinhMul","Austroasiatic,Khmuic,Phay-Pram",FALSE,FALSE,,ksi,puo,
KUALAN,KUALAN,sema1269,Onya Darat,sdm,Papunesia,-0.42,110.42,Austronesian,An.LAND_DAYAK,"Austronesian,Malayo-Polynesian,LandDayak,Southern","Austronesian,NuclearAustronesian,Malayo-Polynesian,LandDayak,SouthernLandDayak",FALSE,FALSE,,smd,sdm,André Müller
KUAN,KUAN,east2333,Eastern Mnong,mng,Eurasia,12.67,108.5,Austroasiatic,AuA.BAHNARIC,"Austro-Asiatic,Mon-Khmer,EasternMon-Khmer,Bahnaric,SouthBahnaric,Sre-Mnong,Mnong,EasternMnong","Austroasiatic,Bahnaric,SouthBahnaric,Mnong-Stieng-Chrau,Mnong",FALSE,FALSE,,mge,mng,Ann-Katrin Wett
KUBACHIDARGI,KUBACHI_DARGI,darg1241,North-Central Dargwa,dar,Eurasia,42.09,47.6,Nakh-Daghestanian,NDa.LAK-DARGWA,"NorthCaucasian,EastCaucasian,Dargi","Nakh-Daghestanian,Daghestanian",FALSE,FALSE,,drg,dar,André Müller
KUBALEZGI,KUBA_LEZGI,lezg1247,Lezgian,lez,Eurasia,41.36,48.51,Nakh-Daghestanian,NDa.LEZGIC,"NorthCaucasian,EastCaucasian,Lezgic,NuclearLezgic,EastLezgic","Nakh-Daghestanian,Daghestanian,Lezgic,NuclearLezgic,EastLezgic",FALSE,FALSE,,lez,lez,André Müller
KUBO,KUBO,kubo1242,Kubo,jko,Papunesia,-6,142.17,East Strickland,ES.EAST_STRICKLAND,"Trans-NewGuinea,EastStrickland","East_Strickland,Kubo-Samo-Bibo",FALSE,FALSE,,,jko,Mark Donohue and Oleg Belyaev
KUBU,KUBU,kubu1239,Kubu,kvb,Papunesia,-2.42,102.17,Austronesian,An.MALAYO-SUMBAWAN,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,Malay","Austronesian,NuclearAustronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEastMalayo-Sumbawan,Malayic,NuclearMalayic,IndonesianArchipelagoMalay",FALSE,FALSE,,,kvb,Julia Bischoffberger
KUCUWELAANKUTCU,KUCU_WELA_ANKUTCU,nkut1238,Nkutu,nkw,Africa,-3.67,22.67,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Tetela(C.73)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Bobangic",FALSE,FALSE,,,nkw,Ann-Katrin Wett
KUDUCAMO,KUDU_CAMO,kudu1241,Kudu-Camo,kov,Africa,11.08,9,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Ningic",FALSE,FALSE,,,kov,
KUI,KUI,kuii1252,Kui (India),kxu,Eurasia,20,83.5,Dravidian,Dra.SOUTH-CENTRAL_DRAVIDIAN,"Dravidian,South-Central,Gondi-Kui,Konda-Kui,Manda-Kui,Kui-Kuvi","Dravidian,SouthDravidian,SouthDravidianII,Konda-Kui,Manda-Kui,Kui-Kuvi",FALSE,FALSE,,kui,kxu,André Müller and Zarina Molochieva
KUIKURO,KUIKURO,kuik1246,Kuikúro-Kalapálo,kui,South America,-12.08,-53.08,Cariban,Car.CARIBAN,"Cariban,SouthAmazonian,Bakair\'i,Amonap","Cariban,Kuikuroan,NuclearKuikuroan",FALSE,FALSE,,kkq,kui,
KUIINDONESIA,KUI_INDONESIA,kuii1253,Kui (Indonesia),kvd,Papunesia,-8.43,124.55,Timor-Alor-Pantar,TAP.GREATER_ALOR,"Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar,Alor","Timor-Alor-Pantar,Alor-Pantar,Alor",FALSE,FALSE,,kiu,kvd,Søren Wichmann and Viveka Velupillai
KUIINDONESIA2,KUI_INDONESIA_2,kuii1253,Kui (Indonesia),kvd,Papunesia,-8.43,124.55,Timor-Alor-Pantar,TAP.GREATER_ALOR,"Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar,Alor","Timor-Alor-Pantar,Alor-Pantar,Alor",FALSE,FALSE,,kiu,kvd,Ann-Katrin Wett
KUITHAILAND,KUI_THAILAND,kuyy1240,Kuy,kdt,Eurasia,14.5,104,Austroasiatic,AuA.KATUIC,"Austro-Asiatic,Mon-Khmer,EasternMon-Khmer,Katuic,WestKatuic,Kuay-Nheu","Austroasiatic,Katuic,WestKatuic,Kuy-Souei",FALSE,FALSE,,,kdt,Cecil H. Brown
KUITHAILAND2,KUI_THAILAND_2,kuyy1240,Kuy,kdt,Eurasia,14.83,103.92,Austroasiatic,AuA.KATUIC,"Austro-Asiatic,Mon-Khmer,EasternMon-Khmer,Katuic,WestKatuic,Kuay-Nheu","Austroasiatic,Katuic,WestKatuic,Kuy-Souei",FALSE,FALSE,,,kdt,Paul Sidwell and Søren Wichmann
KUJARKE,KUJARKE,kuja1239,Kujarge,vkj,Africa,11.75,22.25,Kujarge,Kuj.KUJARGE,Unclassified_vkj,Kujarge,FALSE,FALSE,,,vkj,Viveka Velupillai
KUKI,KUKI,cind1241,Yara,cdr,Africa,10.33,6,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku",FALSE,FALSE,,,cdr,Viveka Velupillai
KUKU,KUKU,bari1284,Bari,bfa,Africa,3.75,31.77,Nilotic,ESu.NILOTIC,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Nilotic,Eastern,Bari","Nilotic,EasternNilotic,Bari-Kakwa-Mandari",FALSE,FALSE,,bar,bfa,Viveka Velupillai
KUKUUWANH,KUKU_UWANH,kuku1280,Kuku-Uwanh,uwa,Australia,-14.42,142,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Paman,MiddlePama","Pama-Nyungan,Paman,CompromiseMiddlePama,Wik,Kuku-Wik-Ep,Kuku-Wik,PamanKuku",FALSE,FALSE,,knc,uwa,Zarina Molochieva
KUKWO,KUKWO,urim1252,Urim,uri,Papunesia,-3.57,142.65,Nuclear Torricelli,Tor.URIM,"Torricelli,Urim",Nuclear_Torricelli,FALSE,FALSE,,uri,uri,Viveka Velupillai
KULA,KULA,kula1280,Kula (Indonesia),tpg,Papunesia,-8.24,125,Timor-Alor-Pantar,TAP.KOLANA-TANGLAPUI,"Trans-NewGuinea,West,Timor-Alor-Pantar,Tanglapui","Timor-Alor-Pantar,Alor-Pantar,Alor,EastAlor,EastAlorMontane",FALSE,FALSE,,,tpg,Julia Bischoffberger
KULANGOBOUNA,KULANGO_BOUNA,boun1243,Bouna Kulango,nku,Africa,9,-3,Atlantic-Congo,NC.GUR,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Kulango","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,Kulango-Lorom,Kulango",FALSE,FALSE,,,nku,Julia Bischoffberger
KULERE,KULERE,kule1247,Kulere,kul,Africa,9.25,9,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,A,A.4,RonProper","Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic",FALSE,FALSE,,,kul,Julia Bischoffberger
KULINAARAUA,KULINA_ARAUA,culi1244,Culina,cul,South America,-6,-70.5,Arawan,Aru.ARAUAN,Arauan,"Arawan,Madi-Madiha,Madiha",FALSE,FALSE,,cul,cul,Viveka Velupillai
KULINAPANO,KULINA_PANO,kuli1255,Kulina Pano,xpk,South America,-9.5,-70.5,Pano-Tacanan,Pan.PANOAN,Panoan,"Pano-Tacanan,Panoan,MayorunaBranch,MayoGroup,Matsessubgroup",FALSE,FALSE,,,xpk,Viveka Velupillai
KULISUSU,KULISUSU,kuli1254,Kulisusu,vkl,Papunesia,-4.67,123,Austronesian,An.CELEBIC,"Austronesian,Malayo-Polynesian,Celebic,Eastern,Southeastern,Bungku-Tolaki,Eastern,EastCoast,Kulisusu","Austronesian,NuclearAustronesian,Malayo-Polynesian,Celebic,EasternCelebic,SoutheasternCelebic,Bungku-Tolaki,EasternBungku-Tolaki,EastCoastBungku-Tolaki",FALSE,FALSE,,,vkl,Ann-Katrin Wett
KULLO,KULLO,dawr1236,Dawro,dwr,Africa,6.75,37.08,Ta-Ne-Omotic,AA.NORTH_OMOTIC,"Afro-Asiatic,Omotic,North,Gonga-Gimojan,Gimojan,Ometo-Gimira,Ometo,Central","Ta-Ne-Omotic,Ometo,North-WestOmeto,CentralOmeto,Dawro-Gofa-Gamo",FALSE,FALSE,,kul,dwr,André Müller
KULU,KULU,ikul1238,Ikulu,ikl,Africa,10.17,8.08,Atlantic-Congo,NC.PLATOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Northern","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,UnclassifiedBenue-CongoPlateau",FALSE,FALSE,,,ikl,Viveka Velupillai
KULUNG,KULUNG,kulu1253,Kulung (Nepal),kle,Eurasia,27.5,87,Sino-Tibetan,ST.MAHAKIRANTI,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Himalayan,Kiranti,Eastern","Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,CentralKiranti,Khambu,Kulungic",FALSE,FALSE,,klg,kle,Johann-Mattis List
KULUNGNIGERIA,KULUNG_NIGERIA,kulu1255,Kulung (Nigeria),bbu,Africa,9.1,10.55,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Jarawan,Nigerian","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Jarawan,NigerianJarawan",FALSE,FALSE,,,bbu,Viveka Velupillai
KUMAN,KUMAN,kuma1280,Kuman,kue,Papunesia,-5.92,144.98,Nuclear Trans New Guinea,TNG.CHIMBU,"Trans-NewGuinea,Chimbu-Wahgi,Chimbu","Nuclear_Trans_New_Guinea,Chimbu-Wahgi,Simbu,NuclearSimbu,Kuman-Dom-Gunaa",FALSE,FALSE,,kmn,kue,Tessa de Mol-van Valen and Viveka Velupillai
KUMARBHAGPAHARIA,KUMARBHAG_PAHARIA,kuma1274,Kumarbhag Paharia,kmj,Eurasia,25,87.33,Dravidian,Dra.NORTHERN_DRAVIDIAN,"Dravidian,Northern","Dravidian,NorthDravidian,Kurux-Malto,Malto",FALSE,FALSE,,mto,kmj,Julia Bischoffberger
KUMARU,KUMARU,kuma1278,Kumalu,ksl,Papunesia,-7,146.5,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,HuonGulf,South,Hote-Buang,Buang,Mumeng","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,SouthHuonGulflinkage,Buanglinkage,Mumeng",FALSE,FALSE,,,ksl,Ann-Katrin Wett
KUMAUNI,KUMAUNI,kuma1273,Kumaoni,kfy,Eurasia,30,80,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,CentralPahari","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,CentralPahari",FALSE,FALSE,,kum,kfy,Julia Bischoffberger
KUMBA,KUMBA,kumb1238,Kumba,ksm,Africa,8.83,12,Atlantic-Congo,NC.ADAMAWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang",FALSE,FALSE,,,ksm,Julia Bischoffberger
KUMBEWAHA,KUMBEWAHA,kumb1274,Kumbewaha,xks,Papunesia,-5.25,123.17,Austronesian,An.CELEBIC,"Austronesian,Malayo-Polynesian,Celebic,Eastern,Southeastern,Muna-Buton,NuclearMuna-Buton,Buton,EastButon","Austronesian,NuclearAustronesian,Malayo-Polynesian,Celebic,EasternCelebic,SoutheasternCelebic,Muna-Buton,NuclearMuna-Buton,Butonic,EastButon",FALSE,FALSE,,,xks,André Müller and Mark Donohue
KUMYK,KUMYK,kumy1244,Kumyk,kum,Eurasia,43,47.33,Turkic,Alt.TURKIC,"Turkic,Western,Ponto-Caspian","Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,WestKipchak",FALSE,FALSE,,kuq,kum,André Müller
KUNAMA,KUNAMA,kuna1268,Kunama,kun,Africa,14.5,37,Kunama,Knm.KUNAMA,"Nilo-Saharan,Satellite-Core,Satellites,Kunama",Kunama,FALSE,FALSE,,knm,kun,André Müller
