ID,taxon,glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_wals,classification_ethnologue,classification_glottolog,recently_extinct,long_extinct,year_of_extinction,code_wals,code_iso,transcribers
AGUACATECOAGUACATAN,AGUACATECO_AGUACATAN,agua1252,Aguacateco,agu,North America,15.42,-91.33,Mayan,May.MAYAN,"Mayan,Yucatecan-CoreMayan,K'ichean-Mamean,Mamean,Awakateko-Ixil","Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Ixilan",FALSE,FALSE,,agu,agu,Pamela Brown
AGUARUNA,AGUARUNA,agua1253,Aguaruna,agr,South America,-5,-78,Chicham,Jiv.JIVAROAN,Jivaroan,Chicham,FALSE,FALSE,,agr,agr,Cecil H. Brown
AGUARUNA2,AGUARUNA_2,agua1253,Aguaruna,agr,South America,-5,-78,Chicham,Jiv.JIVAROAN,Jivaroan,Chicham,FALSE,FALSE,,agr,agr,Patience Epps and Søren Wichmann
AGUL,AGUL,aghu1253,Aghul,agx,Eurasia,41.75,47.67,Nakh-Daghestanian,NDa.LEZGIC,"NorthCaucasian,EastCaucasian,Lezgic,NuclearLezgic,EastLezgic","Nakh-Daghestanian,Daghestanian,Lezgic,NuclearLezgic,EastLezgic",FALSE,FALSE,,agl,agx,André Müller
AHAN,AHAN,ahan1244,Àhàn,ahn,Africa,7.43,6,Atlantic-Congo,NC.DEFOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Defoid,Ayere-Ahan","Atlantic-Congo,Volta-Congo,Benue-Congo,Defoid,Ayere-Ahan",FALSE,FALSE,,,ahn,Julia Bischoffberger
AHANTE,AHANTE,ahan1243,Ahanta,aha,Africa,4.9,-2,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Central,Bia,Southern","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Bia,SouthernBia",FALSE,FALSE,,,aha,Viveka Velupillai
AHEAVE,AHEAVE,keor1235,Keoru-Ahia,xeu,Papunesia,-7.67,145.42,Eleman,Ele.ELEMAN_PROPER,"Trans-NewGuinea,Eleman,NuclearEleman,Western","Eleman,WesternEleman",FALSE,FALSE,,,xeu,
AHLO,AHLO,igoo1238,Igo,ahl,Africa,6.67,0.67,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,LeftBank,Kposo-Ahlo-Bowili","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Ka-Togo,Kposo-Ahlo-Bowili",FALSE,FALSE,,,ahl,Viveka Velupillai
AHOM,AHOM,ahom1240,Ahom,aho,Eurasia,26.98,94.63,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Tai,Southwestern","Tai-Kadai,Kam-Tai,Be-Tai,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternTaiP",TRUE,FALSE,,,aho,Søren Wichmann
AHTNA,AHTNA,ahte1237,Ahtena,aht,North America,62,-145,Athabaskan-Eyak-Tlingit,NDe.ATHAPASKAN,"Eyak-Athabaskan,Athabaskan,NorthernAthabaskan","Athapaskan-Eyak-Tlingit,Athapaskan-Eyak,Athapaskan,NorthernAthapaskan",FALSE,FALSE,,aht,aht,Pamela Brown
AIHUIMANCHU,AIHUI_MANCHU,manc1252,Manchu,mnc,Eurasia,50.25,127.5,Tungusic,Alt.TUNGUSIC,"Tungusic,Southern,Southwest","Tungusic,Manchu-Jurchen,Manchu-Xibe",FALSE,FALSE,,mnc,mnc,André Müller
AIKANA,AIKANA,aika1237,Aikanã,tba,South America,-12.67,-60.67,Aikanã,Aik.AIKANA,Languageisolate_tba,Aikana,FALSE,FALSE,,aik,tba,Cecil H. Brown
AIKLEP,AIKLEP,aikl1237,Aiklep,mwg,Papunesia,-6.25,149.67,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,Ngero-Vitiaz,Vitiaz,SouthwestNewBritain,Arawe-Pasismanua,Arawe,WestArawe","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Ngero-Vitiazlinkage,Vitiazlinkage,SouthwestNewBritainlinkage,Arawe-Pasismanua,Arawe,WestArawe",FALSE,FALSE,,,mwg,Julia Bischoffberger
AIKU,AIKU,yang1296,Yangum Mon,ymo,Papunesia,-3.7,142.6,Nuclear Torricelli,Tor.WAPEI-PALEI,"Torricelli,Wapei-Palei,Palei","Nuclear_Torricelli,NuclearPalai,Yangum-Ambrak,Yangum",FALSE,FALSE,,,ymo,Søren Wichmann
AIMELE,AIMELE,aime1238,Aimele,ail,Papunesia,-6.92,142.67,Bosavi,Bos.BOSAVI,"Trans-NewGuinea,Bosavi","Bosavi,BosaviWatershed",FALSE,FALSE,,,ail,Mark Donohue and Oleg Belyaev
AINUASAHIKAWA,AINU_ASAHIKAWA,ainu1240,Hokkaido Ainu,ain,Eurasia,43.77,142.37,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUBIHORO,AINU_BIHORO,ainu1240,Hokkaido Ainu,ain,Eurasia,43.82,144.1,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUHIRATORI,AINU_HIRATORI,ainu1240,Hokkaido Ainu,ain,Eurasia,42.58,142.13,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUHOROBETSU,AINU_HOROBETSU,ainu1240,Hokkaido Ainu,ain,Eurasia,42.42,141.1,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUKUSHIRO,AINU_KUSHIRO,ainu1240,Hokkaido Ainu,ain,Eurasia,42.98,144.38,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUMAOKA,AINU_MAOKA,ainu1240,Hokkaido Ainu,ain,Eurasia,47.05,142.05,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUNAIRO,AINU_NAIRO,ainu1240,Hokkaido Ainu,ain,Eurasia,45.39,141.06,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUNAYORO,AINU_NAYORO,ainu1240,Hokkaido Ainu,ain,Eurasia,44.35,142.46,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUNIIKAPPU,AINU_NIIKAPPU,ainu1240,Hokkaido Ainu,ain,Eurasia,42.37,142.32,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUNUKKIBETSU,AINU_NUKKIBETSU,ainu1240,Hokkaido Ainu,ain,Eurasia,42.66,142.27,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUOBIHIRO,AINU_OBIHIRO,ainu1240,Hokkaido Ainu,ain,Eurasia,42.92,143.2,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUOCHIHO,AINU_OCHIHO,ainu1240,Hokkaido Ainu,ain,Eurasia,46.92,143.09,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUOSHAMAMBE,AINU_OSHAMAMBE,ainu1240,Hokkaido Ainu,ain,Eurasia,42.51,140.37,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINURAICHISHKA,AINU_RAICHISHKA,ainu1240,Hokkaido Ainu,ain,Eurasia,49.07,142.03,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUSAMANI,AINU_SAMANI,ainu1240,Hokkaido Ainu,ain,Eurasia,42.13,142.93,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUSARU,AINU_SARU,ainu1240,Hokkaido Ainu,ain,Eurasia,42.5,142.01,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,André Müller
AINUSHIRAURA,AINU_SHIRAURA,ainu1240,Hokkaido Ainu,ain,Eurasia,47.85,142.52,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUSOYA,AINU_SOYA,ainu1240,Hokkaido Ainu,ain,Eurasia,45.52,141.94,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUTARANTOMARI,AINU_TARANTOMARI,ainu1240,Hokkaido Ainu,ain,Eurasia,46.86,141.97,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AINUYAKUMO,AINU_YAKUMO,ainu1240,Hokkaido Ainu,ain,Eurasia,42.25,140.27,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,
AISHUOWA,AISHUO_WA,para1301,South Wa,prk,Eurasia,22.32,99.59,Austroasiatic,AuA.PALAUNG-KHMUIC,"Austro-Asiatic,Mon-Khmer,NorthernMon-Khmer,Palaungic,EasternPalaungic,Waic,Wa","Austroasiatic,Khasi-Palaung,Palaungic,EastPalaungic,Waic,Wa-Lawa,NuclearWaic",FALSE,FALSE,,puk,prk,André Müller
AIBANDA,AI_BANDA,band1353,Banda Malay,bpq,Papunesia,-4.52,129.77,Austronesian,An.MALAYO-SUMBAWAN,"Creole,Malaybased","Austronesian,NuclearAustronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEastMalayo-Sumbawan,Malayic,VehicularMalay,EasternIndonesiaTradeMalay,AmbonicMalay",FALSE,FALSE,,,bpq,Ann-Katrin Wett
AJA,AJA,ajas1235,Aja (Sudan),aja,Africa,7.33,25.67,Kresh-Aja,CSu.KRESH,"Nilo-Saharan,Satellite-Core,Satellites,CentralSudanic,West,Kresh",Kresh-Aja,FALSE,FALSE,,aja,aja,Zarina Molochieva
AJIE,AJIE,ajie1238,Ajië,aji,Papunesia,-21.33,165.5,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NewCaledonian,Southern,South,Wailic","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,NewCaledonian,SouthernNewCaledonian,Houailou",FALSE,FALSE,,aji,aji,Viveka Velupillai
AJYININKAAPURUCAYALI,AJYININKA_APURUCAYALI,ajyi1238,Ajyíninka Apurucayali,cpc,South America,-9.92,-74.53,Arawakan,Arw.PRE-ANDINE_ARAWAKAN,"Maipurean,Southern,Campa,Ash\'eninga","Arawakan,SouthernMaipuran,Pre-AndineMaipuran,Asha-Ashe-Kak-Matsi-Nan,Asha-Ashe-Kak,Asha-Ashe,Asheninka",FALSE,FALSE,,,cpc,
AKA,AKA,akaa1242,Aka,soh,Africa,11.17,33.83,Eastern Jebel,ESu.EASTERN_JEBEL,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),EasternJebel,Aka-Kelo-Molo","Eastern_Jebel,Aka-Kelo-Molo",FALSE,FALSE,,,soh,Julia Bischoffberger
AKAHA,AKAHA,sout2774,Southeast Ijo,ijs,Africa,4.5,6.42,Ijoid,Ijo.IJOID,"Niger-Congo,Atlantic-Congo,Ijoid,Ijo,East","Ijoid,Ijo,EasternIjo",FALSE,FALSE,,,ijs,Viveka Velupillai
AKAJIMAOKINAWAN,AKAJIMA_OKINAWAN,cent2126,Central Okinawan,ryu,Eurasia,26.2,127.28,Japonic,Jap.JAPANESE,"Japonic,Ryukyuan,Amami-Okinawan,SouthernAmami-Okinawan","Japonic,Ryukyuan,NorthernRyukyuan,Okinawa",FALSE,FALSE,,,ryu,André Müller
AKARA,AKARA,east2379,Eastern Arrernte,aer,Australia,-24,136,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Arandic","Pama-Nyungan,Arandic-Thura-Yura,Arandic,Aranda",FALSE,FALSE,,amp,aer,Julia Bischoffberger
AKARBALE,AKAR_BALE,akar1243,Akarbale,acl,Papunesia,12.67,92.83,Great Andamanese,GA.GREAT_ANDAMANESE,"Andamanese,GreatAndamanese,Central","Great_Andamanese,SouthGreatAndamanese",TRUE,FALSE,,,acl,Julia Bischoffberger
AKASELEM,AKASELEM,akas1242,Akaselem,aks,Africa,8.83,1.33,Atlantic-Congo,NC.GUR,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Northern,Oti-Volta,Gurma,Ntcham","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Gurma-Yom-Naudem,Gurma,GurmaA",FALSE,FALSE,,,aks,Zarina Molochieva
AKAWAIO,AKAWAIO,akaw1239,Akawaio,ake,South America,6,-59.5,Cariban,Car.CARIBAN,"Cariban,NorthAmazonian,Pem\'on,Pem\'onproper,Kapong","Cariban,VenezuelanCariban,Pemong-Panare,Pemongan,Kapong",FALSE,FALSE,,akw,ake,Viveka Velupillai
AKAWAIO2,AKAWAIO_2,akaw1239,Akawaio,ake,South America,6,-59.5,Cariban,Car.CARIBAN,"Cariban,NorthAmazonian,Pem\'on,Pem\'onproper,Kapong","Cariban,VenezuelanCariban,Pemong-Panare,Pemongan,Kapong",FALSE,FALSE,,akw,ake,Patience Epps and Søren Wichmann
AKABEA,AKA_BEA,akab1249,Akabea,abj,Eurasia,11.67,92.5,Great Andamanese,GA.GREAT_ANDAMANESE,"Andamanese,GreatAndamanese,Central","Great_Andamanese,SouthGreatAndamanese",TRUE,FALSE,,akb,abj,
AKABO,AKA_BO,akab1248,Akabo,akm,Eurasia,13.25,93,Great Andamanese,GA.GREAT_ANDAMANESE,"Andamanese,GreatAndamanese,Northern","Great_Andamanese,CentralGreatAndamanese,NorthernGreatAndamanese,Bo-Cari",TRUE,FALSE,,,akm,Søren Wichmann
AKACARI,AKA_CARI,akac1240,Akacari,aci,Eurasia,13.5,93,Great Andamanese,GA.GREAT_ANDAMANESE,"Andamanese,GreatAndamanese,Northern","Great_Andamanese,CentralGreatAndamanese,NorthernGreatAndamanese,Bo-Cari",TRUE,FALSE,,akc,aci,Søren Wichmann
AKAKEDE,AKA_KEDE,akak1252,Akakede,akx,Eurasia,12.75,92.75,Great Andamanese,GA.GREAT_ANDAMANESE,"Andamanese,GreatAndamanese,Central","Great_Andamanese,CentralGreatAndamanese,MiddleGreatAndamanese",TRUE,FALSE,,akk,akx,Søren Wichmann
AKAKOL,AKA_KOL,akak1253,Akakol,aky,Eurasia,12.25,92.9,Great Andamanese,GA.GREAT_ANDAMANESE,"Andamanese,GreatAndamanese,Central","Great_Andamanese,CentralGreatAndamanese,MiddleGreatAndamanese,Juwol-Kol",TRUE,FALSE,,,aky,Julia Bischoffberger
AKE,AKE,akee1238,Ake,aik,Africa,8.58,8.75,Atlantic-Congo,NC.PLATOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Western,Southwestern,B","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Alumic,Jilic-Eggonic,Eggon-Ake",FALSE,FALSE,,,aik,Viveka Velupillai
AKEBU,AKEBU,akeb1238,Akebu,keu,Africa,7.78,0.92,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,LeftBank,Kebu-Animere","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Ka-Togo,Kebu-Animere",FALSE,FALSE,,,keu,Julia Bischoffberger
AKEI,AKEI,akei1237,Akei,tsr,Papunesia,-15.58,166.78,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,WestSanto","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,WestSanto",FALSE,FALSE,,,tsr,André Müller
AKEIPENANTSIRO,AKEI_PENANTSIRO,akei1237,Akei,tsr,Papunesia,-15.6,166.8,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,WestSanto","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,WestSanto",FALSE,FALSE,,,tsr,André Müller
AKEITASIRIKI,AKEI_TASIRIKI,akei1237,Akei,tsr,Papunesia,-15.65,166.82,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,WestSanto","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,WestSanto",FALSE,FALSE,,,tsr,André Müller
AKHA,AKHA,akha1245,Akha,ahk,Eurasia,21.83,99.83,Sino-Tibetan,ST.BURMESE-LOLO,"Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,Ngwi,Southern","Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Bisoid-Hanic,Hanic,Ha-Ya,Akhaic",FALSE,FALSE,,akh,ahk,Cecil H. Brown
AKHVAKH,AKHVAKH,akhv1239,Akhvakh,akv,Eurasia,42.33,46.33,Nakh-Daghestanian,NDa.AVAR-ANDIC-TSEZIC,"NorthCaucasian,EastCaucasian,Avar-Andic,Andic","Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Andic",FALSE,FALSE,,axv,akv,André Müller
AKITA,AKITA,okod1238,Okodia,okd,Africa,5.25,6.42,Ijoid,Ijo.IJOID,"Niger-Congo,Atlantic-Congo,Ijoid,Ijo,West,InlandIjo","Ijoid,Ijo,WesternIjo,InlandIjo",FALSE,FALSE,,,okd,Viveka Velupillai
AKKADIAN,AKKADIAN,akka1240,Akkadian,akk,Eurasia,33.1,44.1,Afro-Asiatic,AA.SEMITIC,"Afro-Asiatic,Semitic","Afro-Asiatic,Semitic,EastSemitic",FALSE,TRUE,,,akk,André Müller
AKKADIAN2,AKKADIAN_2,akka1240,Akkadian,akk,Eurasia,33.1,44.1,Afro-Asiatic,AA.SEMITIC,"Afro-Asiatic,Semitic","Afro-Asiatic,Semitic,EastSemitic",FALSE,TRUE,,,akk,André Müller
AKKINCHECHEN,AKKIN_CHECHEN,chec1245,Chechen,che,Eurasia,43.25,46.58,Nakh-Daghestanian,NDa.NAKH,"NorthCaucasian,EastCaucasian,Nakh,Chechen-Ingush","Nakh-Daghestanian,Nakh,Chechen-Ingush",FALSE,FALSE,,chc,che,André Müller
AKLANON,AKLANON,akla1241,Aklanon,akl,Papunesia,11.58,122.33,Austronesian,An.GREATER_CENTRAL_PHILIPPINE,"Austronesian,Malayo-Polynesian,Philippine,GreaterCentralPhilippine,CentralPhilippine,Bisayan,West,Aklan","Austronesian,NuclearAustronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,WestBisayan,Aklan",FALSE,FALSE,,akl,akl,André Müller
AKPAFU,AKPAFU,siwu1238,Siwu,akp,Africa,7.25,0.42,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Lelemi,Lelemi-Akpafu","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Na-Togo,Lelemic,Lelemi-Akpafu",FALSE,FALSE,,,akp,Viveka Velupillai
AKUNNU,AKUNNU,akpe1248,Akpes,ibe,Africa,7.58,5.92,Atlantic-Congo,NC.AKPES,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes","Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes-Edoid",FALSE,FALSE,,,ibe,Viveka Velupillai
AKUNTSU,AKUNTSU,akun1241,Akuntsu,aqz,South America,-13.1,-61.1,Tupian,Tup.TUPARI,"Tupian,Tupar\'i","Tupian,Tuparic,NuclearTuparic,Akuntsu-Mekens",FALSE,FALSE,,,aqz,Viveka Velupillai
AKWA,AKWA,akwa1248,Akwa,akw,Africa,-0.25,15.85,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mboshi(C.22)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Koyo-Mboshi",FALSE,FALSE,,,akw,Julia Bischoffberger
ALABAMA,ALABAMA,alab1237,Alabama,akz,North America,32.33,-87.41,Muskogean,Mus.MUSKOGEAN,"Muskogean,EasternMuskogean,CentralMuskogean,Apalachee-Alabama-Koasati,Alabama-Koasati","Muskogean,Alabaman-Koasati",FALSE,FALSE,,abm,akz,Cecil H. Brown
ALAGWA,ALAGWA,alag1248,Alagwa,wbj,Africa,-5.5,35.75,Afro-Asiatic,AA.SOUTHERN_CUSHITIC,"Afro-Asiatic,Cushitic,South","Afro-Asiatic,Cushitic,SouthCushitic,WestRiftSouthCushitic,NorthernWestRiftSouthCushitic",FALSE,FALSE,,agw,wbj,Søren Wichmann
ALAMBLAK,ALAMBLAK,alam1246,Alamblak,amp,Papunesia,-4.67,143.33,Sepik,Sep.SEPIK_HILL,"Sepik,SepikHill,Alamblak","Sepik,SepikHill,EasternSepikHill",FALSE,FALSE,,ala,amp,André Müller and Matthew S. Dryer
ALAWA,ALAWA,alaw1244,Alawa,alh,Australia,-15.17,134.25,Mangarrayi-Maran,Aus.MARAN,"Australian,Gunwingguan,Maran,Alawic","Mangarrayi-Maran,Maran",FALSE,FALSE,,alw,alh,Søren Wichmann
ALBANIAN,ALBANIAN,tosk1239,Northern Tosk Albanian,als,Eurasia,41,20,Indo-European,IE.ALBANIAN,"Indo-European,Albanian,Tosk","Indo-European,Albanian,Albanian-Tosk",FALSE,FALSE,,alb,als,Ann-Katrin Wett
ALBANIANGHEG,ALBANIAN_GHEG,gheg1238,Gheg Albanian,aln,Eurasia,41.33,20.83,Indo-European,IE.ALBANIAN,"Indo-European,Albanian,Gheg","Indo-European,Albanian",FALSE,FALSE,,alb,aln,
ALBANIANTOSK,ALBANIAN_TOSK,tosk1239,Northern Tosk Albanian,als,Eurasia,41,20,Indo-European,IE.ALBANIAN,"Indo-European,Albanian,Tosk","Indo-European,Albanian,Albanian-Tosk",FALSE,FALSE,,alb,als,André Müller
ALEKANO,ALEKANO,alek1238,Alekano,gah,Papunesia,-6,145.42,Nuclear Trans New Guinea,TNG.EASTERN_HIGHLANDS,"Trans-NewGuinea,Kainantu-Goroka,Gorokan,Gahuku-Benabena","Nuclear_Trans_New_Guinea,Kainantu-Goroka,Goroka,NuclearGoroka,Gahuku",FALSE,FALSE,,gah,gah,Evgenia Korovina
ALEUT,ALEUT,aleu1260,Aleut,ale,North America,54,-166,Eskimo-Aleut,EA.ALEUT,"Eskimo-Aleut,Aleut",Eskimo-Aleut,FALSE,FALSE,,aea,ale,Cecil H. Brown
ALFENDIO,ALFENDIO,nanu1240,Nanubae,afk,Papunesia,-4.92,143.67,Arafundi,Ara.ARAFUNDI,Arafundi,Arafundi,FALSE,FALSE,,,afk,
ALGONQUIN,ALGONQUIN,algo1255,Algonquin,alq,North America,46,-77,Algic,Alg.ALGONQUIAN,"Algic,Algonquian,Ojibwa-Potawatomi","Algic,Algonquian,EasternGreatLakesAlgonquian,Ojibwa-Potawatomi,Ojibwa,Severn-Algonquin",FALSE,FALSE,,alg,alq,Pamela Brown
ALI,ALI,alii1240,Ali,aiy,Africa,4.67,18,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Gbaya-Manza-Ngbaka,East","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gbaya-Manza-Ngbaka,GbayaOriental,Gbanu-Manza-Ngbaka,Manza-Ngbaka,Manzaic,Ngbaka-Manza-Ali",FALSE,FALSE,,,aiy,Julia Bischoffberger
ALINGA,ALINGA,tune1261,Tunen,tvu,Africa,4.75,10.67,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Basaa(A.44)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,WestMbam(A.40),Mandi-Nyokon",FALSE,FALSE,,,tvu,Søren Wichmann and Viveka Velupillai
ALLENTIAC,ALLENTIAC,,,qbt,,-33.48,-68.1,,Hur.HUARPE,Huarpe,Huarpean,TRUE,FALSE,1750,,qbt,Matthias Pache
ALOAPAMZAPOTEC,ALOAPAM_ZAPOTEC,aloa1235,Aloápam Zapotec,zaq,North America,17.42,-96.68,Otomanguean,OM.ZAPOTECAN,"Otomanguean,EasternOtomanguean,Popolocan-Zapotecan,Zapotecan,Zapotec","Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Zapotec,CoreZapotec,NorthernCoreZapotec",FALSE,FALSE,,,zaq,André Müller
ALOR,ALOR,alor1247,Alorese,aol,Papunesia,-7.67,124,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Bima-Lembata","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,Flores-Lembata,Sika-Lamaholot,Lamaholotic,LamaholotBarat,Alorese-Lamalera",FALSE,FALSE,,,aol,Søren Wichmann and Viveka Velupillai
ALORBARAHUSAKABIR,ALOR_BARAHUSA_KABIR,alor1247,Alorese,aol,Papunesia,-7.67,124,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Bima-Lembata","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,Flores-Lembata,Sika-Lamaholot,Lamaholotic,LamaholotBarat,Alorese-Lamalera",FALSE,FALSE,,,aol,Zarina Molochieva
ALORKALABAHI,ALOR_KALABAHI,alor1247,Alorese,aol,Papunesia,-7.67,124,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Bima-Lembata","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,Flores-Lembata,Sika-Lamaholot,Lamaholotic,LamaholotBarat,Alorese-Lamalera",FALSE,FALSE,,,aol,
